2025-07-27 18:40:19,720 INFO calculate [main] Operation=ADD, Inputs=8,8, Result=16
2025-07-27 18:51:40,399 INFO calculate [main] Operation=SUBTRACT, Inputs=2,6, Result=-4
2025-07-27 18:51:40,399 INFO calculate [main] Operation=ADD, Inputs=2,6, Result=8
2025-07-27 18:51:40,399 INFO calculate [main] Operation=ADD, Inputs=5,0, Result=5
2025-07-27 18:51:40,399 INFO calculate [main] Operation=ADD, Inputs=0,6, Result=6
2025-07-27 18:51:40,399 INFO calculate [main] Operation=SUBTRACT, Inputs=3,6, Result=-3
2025-07-27 18:51:40,399 INFO calculate [main] Operation=SUBTRACT, Inputs=4,8, Result=-4
2025-07-27 18:51:40,399 INFO calculate [main] Operation=SUBTRACT, Inputs=8,6, Result=2
2025-07-27 18:51:40,399 INFO calculate [main] Operation=DIVIDE, Inputs=6,6, Result=1
2025-07-27 18:51:40,399 INFO calculate [main] Operation=ADD, Inputs=7,9, Result=16
2025-07-27 18:51:40,399 INFO calculate [main] Operation=DIVIDE, Inputs=1,1, Result=1
2025-07-27 18:51:40,399 INFO calculate [main] Operation=DIVIDE, Inputs=7,5, Result=1
